row_index,Name,Cluster
42274,Raj Das,4
42275,Raj Bhat,6
42276,Sahil Patel,2
42277,Aditya Gupta,3
42278,Vihaan Pillai,1
42279,Sneha Iyer,0
42280,Pooja Iyer,2
42281,Pooja Chopra,2
42282,Meera Verma,5
42283,Aditya Kapoor,2
42284,Isha Rao,3
42285,Meera Iyer,6
42286,Diya Patel,1
42287,Vihaan Agarwal,0
42288,Rohan Chopra,1
42289,Ananya Singh,4
42290,Arjun Agarwal,6
42291,Raj Bose,2
42292,Ananya Chopra,0
42293,Sahil Bhat,5
42294,Priya Iyer,3
42295,Isha Mehta,2
42296,Aarav Nair,1
42297,Riya Rao,0
42298,Priya Mehta,5
42299,Raj Agarwal,5
42300,Meera Kapoor,6
42301,Diya Patel,5
42302,Priya Singh,2
42303,Aditya Singh,3
42304,Nikhil Pillai,1
42305,Vihaan Chopra,3
42306,Meera Singh,3
42307,Karan Mehta,1
42308,Priya Agarwal,0
42309,Arjun Sharma,5
42310,Ananya Rao,4
42311,Varun Verma,5
42312,Aditi Joshi,3
42313,Rohan Verma,0
42314,Priya Patel,4
42315,Vihaan Sharma,3
42316,Riya Mehta,5
42317,Meera Chopra,2
42318,Priya Patel,5
42319,Kavya Kapoor,5
42320,Aditya Mehta,3
42321,Varun Reddy,5
42322,Diya Verma,4
42323,Sneha Sharma,2
42324,Meera Bose,5
42325,Priya Singh,0
42326,Sahil Deshmukh,4
42327,Ananya Joshi,2
42328,Vihaan Patel,0
42329,Aditya Mehta,2
42330,Diya Bhat,5
42331,Rohan Kapoor,4
42332,Diya Mehta,1
42333,Pooja Nair,1
42334,Riya Patel,6
42335,Varun Nair,0
42336,Sahil Bose,2
42337,Ananya Bose,5
42338,Arjun Das,1
42339,Priya Joshi,0
42340,Diya Menon,3
42341,Meera Das,0
42342,Meera Verma,1
42343,Aditi Bose,1
42344,Aarav Reddy,1
42345,Rohan Das,3
42346,Nikhil Agarwal,1
42347,Varun Joshi,4
42348,Varun Iyer,6
42349,Vihaan Joshi,1
42350,Rohan Nair,5
42351,Raj Verma,4
42352,Raj Bose,2
42353,Varun Kapoor,6
42354,Karan Nair,0
42355,Diya Sharma,0
42356,Rohan Agarwal,4
42357,Aarav Iyer,6
42358,Aarav Gupta,5
42359,Rohan Agarwal,2
42360,Pooja Kapoor,2
42361,Aditya Kapoor,5
42362,Pooja Das,3
42363,Raj Mehta,1
42364,Nikhil Bhat,2
42365,Vihaan Menon,2
42366,Nikhil Bhat,2
42367,Priya Das,3
42368,Nikhil Nair,2
42369,Aditya Menon,3
42370,Kavya Sharma,2
42371,Isha Bose,2
42372,Meera Rao,0
42373,Arjun Iyer,0
42374,Diya Menon,0
42375,Riya Mehta,1
42376,Diya Iyer,4
42377,Arjun Deshmukh,6
42378,Sahil Mehta,2
42379,Sneha Das,5
42380,Sneha Chopra,2
42381,Ananya Iyer,3
42382,Aarav Iyer,2
42383,Aditi Reddy,0
42384,Aditi Gupta,6
42385,Meera Verma,2
42386,Sneha Nair,1
42387,Aarav Gupta,2
42388,Arjun Das,0
42389,Diya Rao,2
42390,Arjun Chopra,3
42391,Vihaan Das,2
42392,Kavya Kapoor,4
42393,Riya Mehta,0
42394,Ananya Das,5
42395,Arjun Iyer,2
42396,Sahil Bhat,6
42397,Varun Deshmukh,6
42398,Sneha Deshmukh,1
42399,Sneha Gupta,4
42400,Aditya Sharma,4
42401,Aarav Bose,4
42402,Nikhil Rao,6
42403,Raj Nair,2
42404,Aditya Agarwal,0
42405,Vihaan Bose,2
42406,Meera Nair,4
42407,Sahil Bhat,5
42408,Aditi Verma,1
42409,Varun Deshmukh,0
42410,Raj Singh,4
42411,Rohan Chopra,3
42412,Kavya Rao,6
42413,Diya Iyer,2
42414,Sneha Kapoor,5
42415,Sahil Agarwal,2
42416,Raj Gupta,0
42417,Priya Mehta,5
42418,Ananya Iyer,3
42419,Vihaan Menon,5
42420,Sneha Bose,4
42421,Raj Gupta,2
42422,Ananya Joshi,0
42423,Diya Iyer,2
42424,Rohan Rao,3
42425,Meera Bhat,5
42426,Kavya Agarwal,0
42427,Pooja Singh,2
42428,Aarav Patel,4
42429,Aditi Das,5
42430,Arjun Joshi,3
42431,Raj Menon,0
42432,Vihaan Sharma,4
42433,Varun Bose,2
42434,Arjun Chopra,5
42435,Meera Bhat,6
42436,Aarav Bhat,4
42437,Rohan Joshi,4
42438,Priya Sharma,3
42439,Diya Verma,5
42440,Sneha Kapoor,3
42441,Aditya Joshi,4
42442,Rohan Joshi,5
42443,Aditya Nair,4
42444,Diya Bose,2
42445,Riya Verma,2
42446,Priya Menon,0
42447,Priya Pillai,3
42448,Pooja Verma,4
42449,Sahil Bhat,4
42450,Varun Pillai,2
42451,Riya Reddy,6
42452,Raj Joshi,4
42453,Riya Das,3
42454,Riya Rao,3
42455,Rohan Gupta,6
42456,Isha Rao,2
42457,Aarav Agarwal,6
42458,Kavya Patel,2
42459,Aditya Agarwal,2
42460,Priya Chopra,1
42461,Arjun Singh,5
42462,Kavya Mehta,6
42463,Riya Iyer,2
42464,Rohan Gupta,2
42465,Aditya Bhat,0
42466,Varun Menon,1
42467,Nikhil Kapoor,5
42468,Ananya Kapoor,2
42469,Nikhil Bose,6
42470,Meera Singh,5
42471,Rohan Mehta,5
42472,Arjun Kapoor,1
42473,Sahil Gupta,2
42474,Karan Verma,4
42475,Varun Agarwal,6
42476,Karan Bhat,5
42477,Priya Verma,1
42478,Aarav Sharma,4
42479,Rohan Gupta,6
42480,Aditi Reddy,5
42481,Nikhil Mehta,1
42482,Nikhil Joshi,2
42483,Rohan Mehta,6
42484,Karan Agarwal,3
42485,Arjun Bhat,4
42486,Priya Nair,0
42487,Aditya Chopra,3
42488,Raj Deshmukh,3
42489,Pooja Reddy,5
42490,Pooja Joshi,0
42491,Karan Menon,2
42492,Aditi Kapoor,2
42493,Varun Singh,2
42494,Arjun Gupta,4
42495,Sahil Singh,0
42496,Aditya Iyer,5
42497,Rohan Menon,1
42498,Diya Agarwal,2
42499,Sneha Rao,2
42500,Sneha Pillai,4
42501,Nikhil Das,4
42502,Aditya Deshmukh,0
42503,Vihaan Singh,2
42504,Diya Verma,4
42505,Pooja Agarwal,0
42506,Sahil Chopra,6
42507,Pooja Gupta,0
42508,Aditya Bose,0
42509,Karan Das,0
42510,Karan Menon,0
42511,Aditya Deshmukh,1
42512,Raj Kapoor,3
42513,Aditya Bose,6
42514,Aarav Nair,4
42515,Rohan Bose,6
42516,Rohan Deshmukh,2
42517,Isha Joshi,6
42518,Arjun Menon,3
42519,Varun Rao,2
42520,Isha Reddy,0
42521,Nikhil Agarwal,2
42522,Pooja Deshmukh,0
42523,Varun Deshmukh,4
42524,Raj Rao,4
42525,Kavya Kapoor,5
42526,Karan Joshi,4
42527,Aditi Das,2
42528,Varun Reddy,4
42529,Vihaan Sharma,6
42530,Sahil Nair,2
42531,Aarav Gupta,2
42532,Pooja Chopra,1
42533,Rohan Deshmukh,6
42534,Ananya Patel,2
42535,Rohan Gupta,0
42536,Diya Kapoor,5
42537,Aditya Deshmukh,6
42538,Vihaan Bhat,6
42539,Ananya Gupta,5
42540,Varun Rao,1
42541,Nikhil Agarwal,2
42542,Vihaan Iyer,4
42543,Diya Gupta,2
42544,Varun Kapoor,6
42545,Nikhil Singh,4
42546,Vihaan Verma,2
42547,Sahil Bose,6
42548,Arjun Deshmukh,1
42549,Vihaan Bose,3
42550,Ananya Bhat,3
42551,Meera Mehta,1
42552,Pooja Gupta,5
42553,Diya Singh,6
42554,Vihaan Nair,3
42555,Sneha Patel,2
42556,Ananya Patel,1
42557,Aditi Deshmukh,2
42558,Vihaan Gupta,3
42559,Kavya Gupta,1
42560,Aditya Pillai,6
42561,Isha Joshi,5
42562,Meera Nair,1
42563,Rohan Deshmukh,0
42564,Varun Gupta,1
42565,Arjun Nair,1
42566,Riya Joshi,4
42567,Kavya Agarwal,2
42568,Kavya Patel,2
42569,Meera Verma,5
42570,Kavya Mehta,6
42571,Arjun Menon,5
42572,Diya Kapoor,0
42573,Aditya Agarwal,5
42574,Ananya Bose,2
42575,Varun Rao,0
42576,Karan Chopra,4
42577,Nikhil Reddy,4
42578,Vihaan Joshi,5
42579,Meera Verma,5
42580,Sahil Mehta,4
42581,Karan Joshi,1
42582,Raj Pillai,3
42583,Ananya Bhat,3
42584,Ananya Deshmukh,4
42585,Nikhil Das,2
42586,Aarav Mehta,3
42587,Aarav Singh,0
42588,Priya Kapoor,2
42589,Varun Iyer,6
42590,Nikhil Iyer,3
42591,Meera Gupta,5
42592,Aarav Sharma,6
42593,Meera Bose,3
42594,Sneha Menon,3
42595,Pooja Nair,5
42596,Sahil Mehta,3
42597,Arjun Rao,1
42598,Sahil Gupta,2
42599,Ananya Nair,5
42600,Priya Sharma,3
42601,Meera Deshmukh,0
42602,Meera Menon,3
42603,Raj Iyer,6
42604,Karan Rao,2
42605,Pooja Nair,1
42606,Arjun Menon,5
42607,Raj Chopra,1
42608,Kavya Joshi,3
42609,Arjun Mehta,2
42610,Raj Patel,5
42611,Aditya Rao,4
42612,Nikhil Patel,2
42613,Vihaan Patel,4
42614,Vihaan Patel,2
42615,Aditya Chopra,3
42616,Diya Iyer,2
42617,Meera Agarwal,4
42618,Kavya Deshmukh,2
42619,Riya Pillai,6
42620,Raj Chopra,5
42621,Meera Nair,2
42622,Sahil Nair,2
42623,Kavya Mehta,4
42624,Isha Bhat,2
42625,Nikhil Verma,2
42626,Kavya Sharma,4
42627,Sahil Reddy,5
42628,Riya Iyer,3
42629,Kavya Singh,4
42630,Vihaan Chopra,3
42631,Isha Bhat,0
42632,Nikhil Gupta,0
42633,Riya Sharma,2
42634,Diya Gupta,0
42635,Sahil Deshmukh,2
42636,Priya Verma,3
42637,Vihaan Bhat,1
42638,Kavya Reddy,2
42639,Pooja Das,2
42640,Ananya Menon,2
42641,Aditi Chopra,4
42642,Rohan Agarwal,1
42643,Pooja Deshmukh,6
42644,Nikhil Reddy,3
42645,Sneha Mehta,5
42646,Priya Rao,2
42647,Aditi Kapoor,3
42648,Nikhil Bose,3
42649,Nikhil Bhat,5
42650,Diya Mehta,4
42651,Kavya Pillai,2
42652,Aditya Iyer,3
42653,Priya Sharma,2
42654,Diya Deshmukh,1
42655,Aditya Sharma,4
42656,Aarav Joshi,5
42657,Ananya Das,2
42658,Varun Singh,2
42659,Sneha Deshmukh,3
42660,Aarav Rao,2
42661,Aditya Das,5
42662,Diya Bose,2
42663,Aditi Gupta,5
42664,Ananya Verma,6
42665,Vihaan Nair,6
42666,Vihaan Bhat,0
42667,Karan Rao,2
42668,Vihaan Bhat,6
42669,Diya Pillai,6
42670,Ananya Chopra,1
42671,Nikhil Singh,1
42672,Arjun Nair,0
42673,Arjun Reddy,3
42674,Varun Patel,5
42675,Arjun Rao,1
42676,Sahil Chopra,0
42677,Aarav Agarwal,6
42678,Varun Das,0
42679,Meera Rao,2
42680,Diya Das,2
42681,Sahil Singh,0
42682,Nikhil Pillai,0
42683,Aditi Bhat,0
42684,Pooja Joshi,0
42685,Pooja Sharma,3
42686,Varun Chopra,4
42687,Karan Reddy,0
42688,Arjun Patel,3
42689,Sahil Kapoor,5
42690,Vihaan Patel,2
42691,Karan Nair,2
42692,Ananya Bose,5
42693,Priya Deshmukh,1
42694,Aarav Bose,2
42695,Aarav Agarwal,0
42696,Sahil Kapoor,1
42697,Aditya Iyer,1
42698,Aarav Mehta,5
42699,Meera Rao,4
42700,Karan Mehta,2
42701,Arjun Menon,1
42702,Aditi Singh,2
42703,Aarav Sharma,2
42704,Arjun Deshmukh,4
42705,Karan Joshi,0
42706,Aarav Reddy,4
42707,Diya Verma,2
42708,Ananya Bose,1
42709,Aditya Deshmukh,2
42710,Nikhil Mehta,4
42711,Aarav Gupta,0
42712,Karan Singh,6
42713,Sahil Reddy,4
42714,Rohan Gupta,2
42715,Diya Verma,5
42716,Aditya Bhat,0
42717,Vihaan Chopra,2
42718,Isha Deshmukh,6
42719,Isha Rao,3
42720,Riya Reddy,2
42721,Arjun Deshmukh,0
42722,Aditya Sharma,5
42723,Aditya Das,6
42724,Vihaan Bhat,1
42725,Isha Joshi,3
42726,Kavya Mehta,0
42727,Karan Rao,4
42728,Isha Sharma,4
42729,Kavya Das,3
42730,Vihaan Chopra,2
42731,Isha Nair,6
42732,Meera Kapoor,2
42733,Vihaan Mehta,2
42734,Diya Bose,6
42735,Ananya Agarwal,0
42736,Varun Singh,2
42737,Rohan Reddy,3
42738,Aditi Deshmukh,1
42739,Riya Bose,5
42740,Raj Verma,2
42741,Aditya Reddy,4
42742,Karan Verma,2
42743,Vihaan Nair,2
42744,Sahil Agarwal,2
42745,Nikhil Iyer,4
42746,Diya Joshi,0
42747,Ananya Chopra,3
42748,Raj Mehta,2
42749,Raj Das,2
42750,Rohan Deshmukh,2
42751,Raj Joshi,2
42752,Isha Bhat,5
42753,Karan Patel,2
42754,Isha Sharma,1
42755,Varun Kapoor,5
42756,Aarav Nair,6
42757,Kavya Singh,5
42758,Aarav Nair,4
42759,Raj Joshi,5
42760,Varun Singh,2
42761,Karan Agarwal,4
42762,Aditi Singh,0
42763,Sneha Mehta,0
42764,Varun Das,0
42765,Priya Das,2
42766,Sneha Joshi,6
42767,Aditya Sharma,2
42768,Aditi Patel,4
42769,Raj Sharma,0
42770,Karan Rao,4
42771,Kavya Singh,4
42772,Meera Joshi,6
42773,Aditya Menon,6
42774,Nikhil Patel,0
42775,Rohan Kapoor,2
42776,Sneha Singh,2
42777,Meera Singh,4
42778,Karan Verma,1
42779,Sahil Reddy,3
42780,Nikhil Sharma,5
42781,Nikhil Joshi,2
42782,Aarav Deshmukh,6
42783,Aarav Iyer,0
42784,Vihaan Chopra,4
42785,Karan Rao,5
42786,Ananya Iyer,3
42787,Sahil Kapoor,0
42788,Ananya Mehta,2
42789,Priya Mehta,3
42790,Varun Rao,0
42791,Vihaan Gupta,6
42792,Diya Gupta,4
42793,Pooja Mehta,4
42794,Riya Verma,2
42795,Meera Agarwal,0
42796,Rohan Patel,5
42797,Aditya Rao,0
42798,Sneha Gupta,3
42799,Sahil Pillai,5
42800,Varun Patel,4
42801,Nikhil Rao,5
42802,Aditya Verma,2
42803,Rohan Chopra,2
42804,Ananya Kapoor,2
42805,Sneha Menon,1
42806,Pooja Bose,0
42807,Karan Deshmukh,1
42808,Vihaan Agarwal,6
42809,Raj Deshmukh,0
42810,Sahil Chopra,4
42811,Riya Joshi,0
42812,Sahil Bhat,1
42813,Priya Deshmukh,2
42814,Kavya Bhat,2
42815,Aarav Rao,2
42816,Kavya Reddy,1
42817,Nikhil Sharma,2
42818,Riya Deshmukh,2
42819,Karan Patel,3
42820,Raj Verma,2
42821,Arjun Verma,2
42822,Vihaan Gupta,5
42823,Karan Deshmukh,1
42824,Riya Iyer,2
42825,Varun Menon,5
42826,Nikhil Iyer,1
42827,Varun Singh,2
42828,Ananya Agarwal,2
42829,Nikhil Bhat,6
42830,Aditi Menon,5
42831,Raj Bhat,6
42832,Rohan Sharma,5
42833,Vihaan Singh,2
42834,Priya Rao,3
42835,Aarav Verma,2
42836,Arjun Rao,6
42837,Diya Chopra,4
42838,Pooja Nair,2
42839,Riya Verma,3
42840,Aarav Sharma,5
42841,Aditya Joshi,5
42842,Isha Gupta,1
42843,Riya Joshi,3
42844,Priya Patel,3
42845,Priya Deshmukh,2
42846,Diya Singh,1
42847,Arjun Chopra,2
42848,Kavya Pillai,2
42849,Karan Das,0
42850,Isha Sharma,2
42851,Meera Iyer,5
42852,Isha Kapoor,2
42853,Raj Chopra,5
42854,Arjun Rao,2
42855,Arjun Reddy,2
42856,Varun Mehta,0
42857,Vihaan Menon,3
42858,Rohan Chopra,4
42859,Diya Joshi,5
42860,Diya Bhat,2
42861,Priya Verma,3
42862,Raj Verma,1
42863,Priya Mehta,0
42864,Aditya Joshi,3
42865,Sneha Iyer,2
42866,Varun Kapoor,0
42867,Rohan Kapoor,2
42868,Aditya Mehta,6
42869,Sahil Rao,1
42870,Arjun Singh,4
42871,Nikhil Mehta,5
42872,Aditya Nair,4
42873,Aditi Mehta,4
42874,Diya Kapoor,4
42875,Raj Deshmukh,2
42876,Karan Singh,1
42877,Raj Patel,0
42878,Riya Deshmukh,2
42879,Varun Agarwal,2
42880,Aditi Menon,0
42881,Sahil Bhat,4
42882,Aarav Joshi,0
42883,Arjun Chopra,4
42884,Aarav Nair,0
42885,Priya Deshmukh,2
42886,Ananya Chopra,5
42887,Vihaan Chopra,6
42888,Sahil Mehta,3
42889,Nikhil Reddy,3
42890,Pooja Mehta,2
42891,Ananya Rao,2
42892,Rohan Kapoor,2
42893,Priya Reddy,0
42894,Aditi Bose,0
42895,Vihaan Iyer,6
42896,Diya Iyer,4
42897,Raj Das,5
42898,Aarav Rao,2
42899,Priya Deshmukh,3
42900,Ananya Das,6
42901,Aarav Gupta,0
42902,Priya Pillai,0
42903,Ananya Joshi,2
42904,Meera Sharma,2
42905,Sneha Mehta,0
42906,Raj Agarwal,3
42907,Arjun Pillai,5
42908,Vihaan Das,2
42909,Riya Deshmukh,5
42910,Rohan Rao,6
42911,Priya Pillai,4
42912,Diya Das,2
42913,Karan Nair,4
42914,Sneha Chopra,4
42915,Aditi Gupta,6
42916,Diya Pillai,3
42917,Isha Agarwal,2
42918,Varun Bhat,1
42919,Aditya Patel,4
42920,Sneha Das,4
42921,Kavya Bhat,1
42922,Nikhil Chopra,3
42923,Isha Joshi,2
42924,Sneha Kapoor,4
42925,Aditya Das,5
42926,Rohan Agarwal,1
42927,Pooja Rao,2
42928,Varun Bose,3
42929,Aditya Pillai,2
42930,Priya Nair,5
42931,Sneha Pillai,2
42932,Aditi Pillai,5
42933,Sahil Gupta,2
42934,Pooja Singh,4
42935,Aditi Verma,1
42936,Rohan Sharma,2
42937,Varun Bhat,3
42938,Rohan Sharma,2
42939,Ananya Sharma,2
42940,Ananya Reddy,4
42941,Ananya Bhat,2
42942,Aditya Deshmukh,2
42943,Aditya Verma,2
42944,Nikhil Joshi,2
42945,Aditi Bhat,5
42946,Pooja Bhat,4
42947,Diya Das,1
42948,Ananya Singh,2
42949,Ananya Menon,1
42950,Kavya Chopra,3
42951,Kavya Das,5
42952,Aarav Verma,1
42953,Riya Gupta,0
42954,Riya Mehta,6
42955,Arjun Agarwal,5
42956,Vihaan Agarwal,6
42957,Kavya Sharma,3
42958,Sahil Rao,1
42959,Aditya Joshi,2
42960,Nikhil Deshmukh,5
42961,Aarav Gupta,2
42962,Diya Rao,0
42963,Priya Bhat,0
42964,Sahil Kapoor,4
42965,Sahil Singh,4
42966,Rohan Bose,0
42967,Karan Agarwal,3
42968,Nikhil Agarwal,4
42969,Meera Das,0
42970,Aditya Deshmukh,5
42971,Meera Deshmukh,2
42972,Vihaan Mehta,5
42973,Riya Chopra,3
42974,Nikhil Nair,0
42975,Ananya Sharma,5
42976,Aditi Iyer,4
42977,Isha Joshi,6
42978,Vihaan Iyer,2
42979,Kavya Singh,4
42980,Raj Mehta,0
42981,Riya Iyer,0
42982,Aditya Pillai,3
42983,Sahil Deshmukh,0
42984,Ananya Joshi,5
42985,Isha Iyer,5
42986,Karan Gupta,0
42987,Sneha Bose,5
42988,Pooja Bhat,2
42989,Kavya Pillai,5
42990,Pooja Agarwal,4
42991,Sahil Bhat,6
42992,Arjun Sharma,4
42993,Varun Rao,2
42994,Meera Menon,6
42995,Riya Kapoor,6
42996,Diya Gupta,0
42997,Varun Joshi,1
42998,Isha Das,0
42999,Riya Nair,5
43000,Aditya Chopra,2
43001,Sneha Agarwal,6
43002,Raj Sharma,5
43003,Isha Verma,3
43004,Ananya Bose,6
43005,Rohan Agarwal,6
43006,Nikhil Mehta,0
43007,Sneha Verma,5
43008,Aarav Rao,6
43009,Aditya Rao,2
43010,Kavya Deshmukh,6
43011,Raj Gupta,2
43012,Karan Bose,3
43013,Vihaan Chopra,1
43014,Varun Agarwal,2
43015,Rohan Bhat,0
43016,Karan Joshi,1
43017,Raj Sharma,3
43018,Aarav Nair,6
43019,Sneha Kapoor,2
43020,Nikhil Patel,2
43021,Aarav Reddy,1
43022,Raj Kapoor,1
43023,Vihaan Chopra,4
43024,Sahil Sharma,2
43025,Vihaan Iyer,2
43026,Rohan Kapoor,6
43027,Aditi Patel,2
43028,Priya Singh,2
43029,Karan Rao,1
43030,Kavya Deshmukh,4
43031,Varun Joshi,3
43032,Nikhil Sharma,4
43033,Aarav Rao,5
43034,Kavya Menon,2
43035,Isha Kapoor,0
43036,Varun Patel,2
43037,Pooja Chopra,2
43038,Raj Rao,3
43039,Kavya Deshmukh,2
43040,Raj Kapoor,0
43041,Rohan Patel,0
43042,Meera Mehta,2
43043,Priya Patel,6
43044,Ananya Joshi,5
43045,Aditya Joshi,6
43046,Aditi Bose,5
43047,Arjun Pillai,2
43048,Varun Rao,1
43049,Sahil Bhat,1
43050,Priya Sharma,4
43051,Aditya Reddy,6
43052,Raj Iyer,1
43053,Nikhil Chopra,6
43054,Arjun Joshi,2
43055,Pooja Agarwal,2
43056,Nikhil Agarwal,6
43057,Kavya Agarwal,1
43058,Aditya Chopra,1
43059,Aditya Gupta,2
43060,Raj Pillai,0
43061,Karan Nair,6
43062,Arjun Kapoor,3
43063,Varun Singh,2
43064,Karan Agarwal,6
43065,Ananya Deshmukh,2
43066,Karan Iyer,4
43067,Meera Iyer,1
43068,Ananya Bose,1
43069,Sahil Bose,3
43070,Arjun Bhat,1
43071,Isha Pillai,2
43072,Aditi Pillai,2
43073,Arjun Verma,0
43074,Varun Das,2
43075,Diya Nair,2
43076,Raj Patel,3
43077,Ananya Deshmukh,4
43078,Raj Joshi,3
43079,Karan Bose,6
43080,Raj Bhat,2
43081,Sahil Nair,4
43082,Priya Patel,3
43083,Varun Bhat,2
43084,Priya Iyer,2
43085,Arjun Bhat,5
43086,Vihaan Bose,3
43087,Sneha Kapoor,2
43088,Aditya Joshi,2
43089,Karan Pillai,2
43090,Arjun Singh,5
43091,Aarav Kapoor,2
43092,Vihaan Iyer,2
43093,Nikhil Pillai,2
43094,Aditya Verma,5
43095,Arjun Iyer,1
43096,Pooja Reddy,2
43097,Nikhil Pillai,2
43098,Aarav Kapoor,6
43099,Rohan Verma,2
43100,Aarav Verma,4
43101,Aarav Joshi,1
43102,Vihaan Iyer,2
43103,Riya Menon,1
43104,Varun Rao,1
43105,Isha Iyer,1
43106,Sahil Reddy,2
43107,Varun Deshmukh,1
43108,Meera Reddy,2
43109,Sneha Joshi,2
43110,Riya Reddy,4
43111,Sneha Agarwal,2
43112,Aarav Patel,1
43113,Aditya Menon,6
43114,Raj Joshi,3
43115,Diya Kapoor,4
43116,Meera Mehta,2
43117,Diya Bose,2
43118,Sneha Rao,1
43119,Ananya Bose,0
43120,Priya Singh,2
43121,Arjun Gupta,6
43122,Kavya Das,2
43123,Raj Pillai,5
43124,Priya Deshmukh,3
43125,Sahil Iyer,2
43126,Aditi Joshi,2
43127,Sneha Bose,2
43128,Aditi Reddy,2
43129,Aarav Chopra,2
43130,Pooja Verma,6
43131,Aditya Reddy,0
43132,Rohan Patel,0
43133,Isha Iyer,2
43134,Aditi Das,4
43135,Priya Sharma,2
43136,Vihaan Iyer,6
43137,Karan Reddy,2
43138,Isha Menon,2
43139,Aarav Iyer,4
43140,Aditi Patel,6
43141,Ananya Verma,6
43142,Riya Verma,5
43143,Arjun Bhat,4
43144,Nikhil Kapoor,1
43145,Sahil Pillai,5
43146,Raj Verma,4
43147,Vihaan Menon,3
43148,Isha Iyer,5
43149,Priya Joshi,3
43150,Raj Mehta,0
43151,Raj Das,2
43152,Raj Bhat,2
43153,Kavya Kapoor,3
43154,Arjun Mehta,3
43155,Nikhil Iyer,2
43156,Ananya Gupta,4
43157,Vihaan Bhat,1
43158,Diya Kapoor,5
43159,Kavya Verma,2
43160,Arjun Bose,4
43161,Varun Reddy,3
43162,Karan Das,2
43163,Varun Agarwal,5
43164,Pooja Sharma,2
43165,Karan Iyer,1
43166,Aditya Verma,6
43167,Arjun Das,0
43168,Aarav Bose,5
43169,Priya Das,1
43170,Priya Agarwal,4
43171,Sahil Deshmukh,6
43172,Kavya Deshmukh,5
43173,Aarav Reddy,3
43174,Riya Rao,6
43175,Aarav Verma,5
43176,Nikhil Bhat,2
43177,Riya Rao,1
43178,Diya Pillai,2
43179,Sahil Iyer,1
43180,Karan Gupta,2
43181,Vihaan Das,3
43182,Ananya Deshmukh,1
43183,Arjun Verma,4
43184,Arjun Gupta,0
43185,Riya Singh,4
43186,Meera Nair,0
43187,Aditi Deshmukh,6
43188,Riya Chopra,4
43189,Aarav Sharma,2
43190,Isha Sharma,2
43191,Aarav Rao,4
43192,Meera Chopra,5
43193,Nikhil Joshi,1
43194,Vihaan Agarwal,2
43195,Vihaan Kapoor,5
43196,Diya Menon,1
43197,Riya Singh,5
43198,Karan Chopra,3
43199,Vihaan Deshmukh,4
43200,Rohan Reddy,6
43201,Aditi Menon,1
43202,Riya Reddy,2
43203,Varun Pillai,2
43204,Isha Kapoor,6
43205,Sahil Bhat,1
43206,Ananya Joshi,5
43207,Priya Sharma,0
43208,Rohan Verma,1
43209,Nikhil Kapoor,4
43210,Sahil Bhat,3
43211,Diya Nair,0
43212,Meera Nair,2
43213,Aditi Sharma,0
43214,Diya Patel,5
43215,Aditi Rao,4
43216,Pooja Patel,0
43217,Rohan Reddy,2
43218,Riya Deshmukh,5
43219,Aditi Chopra,6
43220,Diya Gupta,0
43221,Arjun Mehta,6
43222,Raj Das,1
43223,Sahil Rao,1
43224,Kavya Patel,2
43225,Isha Bhat,2
43226,Arjun Deshmukh,2
43227,Aditi Bhat,1
43228,Riya Das,2
43229,Ananya Joshi,3
43230,Sneha Joshi,5
43231,Pooja Mehta,6
43232,Raj Sharma,5
43233,Pooja Reddy,2
43234,Meera Bose,2
43235,Priya Chopra,3
43236,Priya Patel,2
43237,Priya Singh,5
43238,Ananya Iyer,1
43239,Nikhil Mehta,2
43240,Aditi Pillai,6
43241,Ananya Rao,2
43242,Meera Verma,4
43243,Sneha Das,5
43244,Aditi Menon,5
43245,Aditi Rao,5
43246,Kavya Deshmukh,0
43247,Aditi Sharma,6
43248,Vihaan Nair,4
43249,Raj Pillai,0
43250,Meera Deshmukh,0
43251,Arjun Kapoor,0
43252,Karan Pillai,1
43253,Nikhil Menon,4
43254,Aditi Singh,2
43255,Raj Gupta,4
43256,Rohan Kapoor,1
43257,Diya Singh,2
43258,Karan Verma,4
43259,Isha Deshmukh,2
43260,Pooja Gupta,5
43261,Pooja Rao,4
43262,Ananya Pillai,4
43263,Varun Reddy,6
43264,Pooja Singh,0
43265,Diya Agarwal,4
43266,Karan Bose,2
43267,Aarav Chopra,6
43268,Vihaan Menon,2
43269,Aarav Bhat,1
43270,Rohan Iyer,2
43271,Riya Bose,6
43272,Karan Joshi,1
43273,Riya Iyer,0
43274,Priya Bose,6
43275,Kavya Pillai,2
43276,Aarav Kapoor,5
43277,Nikhil Iyer,2
43278,Priya Pillai,2
43279,Karan Nair,0
43280,Raj Deshmukh,6
43281,Isha Gupta,2
43282,Arjun Singh,4
43283,Karan Sharma,2
43284,Riya Sharma,1
43285,Isha Mehta,6
43286,Varun Gupta,2
43287,Riya Das,6
43288,Pooja Das,2
43289,Priya Bhat,2
43290,Aarav Sharma,3
43291,Isha Chopra,2
43292,Varun Mehta,6
43293,Vihaan Mehta,5
43294,Isha Gupta,2
43295,Diya Sharma,6
43296,Rohan Agarwal,6
43297,Rohan Das,0
43298,Riya Nair,5
43299,Diya Bhat,2
43300,Meera Chopra,0
43301,Ananya Bhat,1
43302,Sneha Mehta,2
43303,Aarav Kapoor,5
43304,Karan Rao,3
43305,Vihaan Gupta,2
43306,Rohan Patel,5
43307,Meera Pillai,2
